样品类型,样品编号,测量天数,观测剩磁(mT),保留率R,动态阈值(mT),反推初值点估计(mT),反推初值下界(mT),反推初值上界(mT),区间相对宽度,反推初值裕度(mT),校准Z值,Bootstrap支持率,校准支持概率,三区域判定,高风险提示
锈蚀钢筋,7,14,0.817,0.301859,0.452788,2.706564,2.702605,2.710752,0.00301,1.206564,1.972584,0.9995,0.975729,支持曾遭雷击,否
锈蚀钢筋,7,15,0.7621,0.278082,0.417123,2.740562,2.735349,2.745702,0.003777,1.240562,2.027191,0.9995,0.978679,支持曾遭雷击,否
锈蚀钢筋,7,22,0.3751,0.153955,0.230932,2.43643,2.426443,2.44758,0.008675,0.93643,1.536409,0.9995,0.937781,灰区/证据不足,否
锈蚀钢筋,7,30,0.1803,0.071664,0.107495,2.515921,2.505031,2.528306,0.009251,1.015921,1.665113,0.9995,0.952055,灰区/证据不足,否
锈蚀钢筋,7,37,0.1052,0.04147,0.062205,2.536761,2.517285,2.559054,0.016466,1.036761,1.698621,0.9995,0.955305,灰区/证据不足,是
锈蚀钢筋,7,44,0.0575,0.021819,0.032728,2.63532,2.612499,2.66209,0.018818,1.13532,1.857523,0.9995,0.968382,灰区/证据不足,是
锈蚀钢筋,7,51,0.0311,0.01069,0.016036,2.90915,2.884051,2.941054,0.019594,1.40915,2.296407,0.9995,0.989174,灰区/证据不足,是
锈蚀钢筋,7,58,0.0115,0.004799,0.007198,2.396526,2.373368,2.425203,0.021629,0.896526,1.471404,0.9995,0.929409,灰区/证据不足,是
锈蚀钢筋,7,90,0.0004,0.000151,0.000227,2.648679,2.581809,2.717959,0.051403,1.148679,1.876284,0.9995,0.969692,灰区/证据不足,是
锈蚀钢筋,8,1,2.5442,0.871267,1.306901,2.920114,2.908027,2.930789,0.007795,1.420114,2.314458,0.9995,0.989679,支持曾遭雷击,否
锈蚀钢筋,8,2,2.2316,0.792209,1.188313,2.816935,2.805505,2.827132,0.007677,1.316935,2.149574,0.9995,0.984206,支持曾遭雷击,否
锈蚀钢筋,8,3,1.9575,0.719798,1.079698,2.719511,2.70867,2.729237,0.007563,1.219511,1.993327,0.9995,0.976887,支持曾遭雷击,否
锈蚀钢筋,8,4,1.8334,0.664218,0.996327,2.760237,2.750188,2.76917,0.006877,1.260237,2.058723,0.9995,0.98024,支持曾遭雷击,否
锈蚀钢筋,8,5,1.7121,0.609734,0.914601,2.807947,2.798718,2.816184,0.00622,1.307947,2.135213,0.9995,0.983628,支持曾遭雷击,否
锈蚀钢筋,8,6,1.6025,0.568723,0.853085,2.817715,2.810392,2.824037,0.004843,1.317715,2.150879,0.9995,0.984257,支持曾遭雷击,否
锈蚀钢筋,8,7,1.5004,0.526863,0.790295,2.847799,2.841779,2.852892,0.003902,1.347799,2.199032,0.9995,0.986062,支持曾遭雷击,否
锈蚀钢筋,8,8,1.4082,0.495041,0.742562,2.84461,2.840076,2.848258,0.002876,1.34461,2.193945,0.9995,0.98588,支持曾遭雷击,否
锈蚀钢筋,8,9,1.3143,0.455572,0.683358,2.884943,2.881694,2.88772,0.002089,1.384943,2.25842,0.9995,0.98804,支持曾遭雷击,否
锈蚀钢筋,8,10,1.2239,0.412522,0.618783,2.966871,2.96423,2.969011,0.001611,1.466871,2.389086,0.9995,0.991555,支持曾遭雷击,否
锈蚀钢筋,8,11,1.1376,0.369876,0.554814,3.075626,3.072544,3.078389,0.001901,1.575626,2.561909,0.9995,0.994795,支持曾遭雷击,否
锈蚀钢筋,8,12,1.0597,0.334058,0.501087,3.172203,3.168757,3.175449,0.00211,1.672203,2.714762,0.9995,0.996684,支持曾遭雷击,否
锈蚀钢筋,8,13,0.9966,0.323541,0.485312,3.080286,3.077732,3.082927,0.001686,1.580286,2.569299,0.9995,0.994905,支持曾遭雷击,否
锈蚀钢筋,8,14,0.9324,0.301859,0.452788,3.088862,3.084344,3.093641,0.00301,1.588862,2.582879,0.9995,0.995101,支持曾遭雷击,否
锈蚀钢筋,8,15,0.8697,0.278082,0.417123,3.127498,3.12155,3.133364,0.003777,1.627498,2.644056,0.9995,0.995904,支持曾遭雷击,否
锈蚀钢筋,8,22,0.4281,0.153955,0.230932,2.780687,2.769289,2.793412,0.008675,1.280687,2.091478,0.9995,0.981757,支持曾遭雷击,否
锈蚀钢筋,8,30,0.2058,0.071664,0.107495,2.87175,2.85932,2.885887,0.009251,1.37175,2.237205,0.9995,0.987364,支持曾遭雷击,否
锈蚀钢筋,8,37,0.1201,0.04147,0.062205,2.896055,2.87382,2.921505,0.016466,1.396055,2.275704,0.9995,0.988568,灰区/证据不足,是
锈蚀钢筋,8,44,0.0656,0.021819,0.032728,3.006556,2.980521,3.037097,0.018818,1.506556,2.451522,0.9995,0.992887,灰区/证据不足,是
锈蚀钢筋,8,51,0.0354,0.01069,0.016036,3.311379,3.282811,3.347695,0.019594,1.811379,2.932909,0.9995,0.998321,灰区/证据不足,是
锈蚀钢筋,8,58,0.0132,0.004799,0.007198,2.750795,2.724214,2.783712,0.021629,1.250795,2.043038,0.9995,0.979476,灰区/证据不足,是
锈蚀钢筋,8,90,0.0004,0.000151,0.000227,2.648679,2.581809,2.717959,0.051403,1.148679,1.876284,0.9995,0.969692,灰区/证据不足,是
锈蚀钢筋,9,1,2.1026,0.871267,1.306901,2.413266,2.403277,2.422088,0.007795,0.913266,1.498853,0.9995,0.933044,灰区/证据不足,否
锈蚀钢筋,9,2,1.8443,0.792209,1.188313,2.328049,2.318602,2.336476,0.007677,0.828049,1.360427,0.9995,0.913153,灰区/证据不足,否
锈蚀钢筋,9,3,1.6177,0.719798,1.079698,2.247435,2.238475,2.255473,0.007563,0.747435,1.229168,0.9995,0.890496,灰区/证据不足,否
锈蚀钢筋,9,4,1.5152,0.664218,0.996327,2.281178,2.272872,2.28856,0.006877,0.781178,1.284153,0.9995,0.900456,灰区/证据不足,否
锈蚀钢筋,9,5,1.415,0.609734,0.914601,2.320685,2.313057,2.327493,0.00622,0.820685,1.348464,0.9995,0.911245,灰区/证据不足,否
锈蚀钢筋,9,6,1.3243,0.568723,0.853085,2.328549,2.322497,2.333774,0.004843,0.828549,1.361266,0.9995,0.913285,灰区/证据不足,否
锈蚀钢筋,9,7,1.24,0.526863,0.790295,2.353553,2.348578,2.357762,0.003902,0.853553,1.401923,0.9995,0.919531,灰区/证据不足,否
锈蚀钢筋,9,8,1.1638,0.495041,0.742562,2.350914,2.347167,2.353929,0.002876,0.850914,1.39764,0.9995,0.918889,灰区/证据不足,否
锈蚀钢筋,9,9,1.0862,0.455572,0.683358,2.384254,2.381569,2.386549,0.002089,0.884254,1.451808,0.9995,0.926722,灰区/证据不足,否
锈蚀钢筋,9,10,1.0115,0.412522,0.618783,2.451989,2.449807,2.453758,0.001611,0.951989,1.56169,0.9995,0.94082,灰区/证据不足,否
锈蚀钢筋,9,11,0.9401,0.369876,0.554814,2.541663,2.539116,2.543947,0.001901,1.041663,1.706812,0.9995,0.956071,灰区/证据不足,否
锈蚀钢筋,9,12,0.8758,0.334058,0.501087,2.6217,2.618852,2.624383,0.00211,1.1217,1.83599,0.9995,0.96682,灰区/证据不足,否
锈蚀钢筋,9,13,0.8236,0.323541,0.485312,2.545579,2.543468,2.547761,0.001686,1.045579,1.713139,0.9995,0.956657,灰区/证据不足,否
锈蚀钢筋,9,14,0.7706,0.301859,0.452788,2.552849,2.549115,2.5568,0.00301,1.052849,1.72488,0.9995,0.957725,灰区/证据不足,否
锈蚀钢筋,9,15,0.7188,0.278082,0.417123,2.584852,2.579936,2.5897,0.003777,1.084852,1.776548,0.9995,0.962179,灰区/证据不足,否
锈蚀钢筋,9,22,0.3538,0.153955,0.230932,2.298078,2.288658,2.308594,0.008675,0.798078,1.311651,0.9995,0.905181,灰区/证据不足,否
锈蚀钢筋,9,30,0.1701,0.071664,0.107495,2.373589,2.363315,2.385274,0.009251,0.873589,1.434426,0.9995,0.924275,灰区/证据不足,否
锈蚀钢筋,9,37,0.0992,0.04147,0.062205,2.392079,2.373713,2.4131,0.016466,0.892079,1.464307,0.9995,0.928445,灰区/证据不足,是
锈蚀钢筋,9,44,0.0542,0.021819,0.032728,2.484076,2.462564,2.509309,0.018818,0.984076,1.613338,0.9995,0.946664,灰区/证据不足,是
锈蚀钢筋,9,51,0.0293,0.01069,0.016036,2.740774,2.717129,2.770833,0.019594,1.240774,2.027028,0.9995,0.97867,灰区/证据不足,是
锈蚀钢筋,9,58,0.0109,0.004799,0.007198,2.27149,2.24954,2.298671,0.021629,0.77149,1.268144,0.9995,0.897627,灰区/证据不足,是
锈蚀钢筋,9,90,0.0003,0.000151,0.000227,1.986509,1.936357,2.038469,0.051403,0.486509,0.801632,0.9995,0.788617,灰区/证据不足,是
锈蚀钢筋,10,1,2.9231,0.871267,1.306901,3.354998,3.34111,3.367262,0.007795,1.854998,3.002256,0.9995,0.99866,支持曾遭雷击,否
锈蚀钢筋,10,2,2.564,0.792209,1.188313,3.236521,3.223389,3.248237,0.007677,1.736521,2.816087,0.9995,0.997569,支持曾遭雷击,否
锈蚀钢筋,10,3,2.249,0.719798,1.079698,3.124486,3.11203,3.13566,0.007563,1.624486,2.63919,0.9995,0.995845,支持曾遭雷击,否
锈蚀钢筋,10,4,2.1064,0.664218,0.996327,3.171247,3.159701,3.181509,0.006877,1.671247,2.713148,0.9995,0.996668,支持曾遭雷击,否
锈蚀钢筋,10,5,1.9671,0.609734,0.914601,3.226163,3.215558,3.235626,0.00622,1.726163,2.799818,0.9995,0.997443,支持曾遭雷击,否
锈蚀钢筋,10,6,1.8411,0.568723,0.853085,3.237251,3.228838,3.244514,0.004843,1.737251,2.817332,0.9995,0.997579,支持曾遭雷击,否
锈蚀钢筋,10,7,1.7238,0.526863,0.790295,3.271818,3.264902,3.277669,0.003902,1.771818,2.87177,0.9995,0.997959,支持曾遭雷击,否
锈蚀钢筋,10,8,1.6179,0.495041,0.742562,3.268211,3.263002,3.272402,0.002876,1.768211,2.866118,0.9995,0.997922,支持曾遭雷击,否
锈蚀钢筋,10,9,1.51,0.455572,0.683358,3.314513,3.310779,3.317703,0.002089,1.814513,2.938909,0.9995,0.998353,支持曾遭雷击,否
锈蚀钢筋,10,10,1.4061,0.412522,0.618783,3.408544,3.40551,3.411003,0.001611,1.908544,3.08628,0.9995,0.998987,支持曾遭雷击,否
锈蚀钢筋,10,11,1.307,0.369876,0.554814,3.533618,3.530076,3.536792,0.001901,2.033618,3.281352,0.9995,0.999483,支持曾遭雷击,否
锈蚀钢筋,10,12,1.2175,0.334058,0.501087,3.644576,3.640617,3.648306,0.00211,2.144576,3.453484,0.9995,0.999723,支持曾遭雷击,否
锈蚀钢筋,10,13,1.145,0.323541,0.485312,3.53896,3.536026,3.541994,0.001686,2.03896,3.289662,0.9995,0.999498,支持曾遭雷击,否
锈蚀钢筋,10,14,1.0713,0.301859,0.452788,3.549011,3.543819,3.554502,0.00301,2.049011,3.305264,0.9995,0.999526,支持曾遭雷击,否
锈蚀钢筋,10,15,0.9993,0.278082,0.417123,3.593548,3.586714,3.600288,0.003777,2.093548,3.374393,0.9995,0.99963,支持曾遭雷击,否
锈蚀钢筋,10,22,0.4919,0.153955,0.230932,3.195094,3.181998,3.209716,0.008675,1.695094,2.750729,0.9995,0.997027,支持曾遭雷击,否
锈蚀钢筋,10,30,0.2364,0.071664,0.107495,3.298744,3.284467,3.314984,0.009251,1.798744,2.913907,0.9995,0.998215,支持曾遭雷击,否
锈蚀钢筋,10,37,0.138,0.04147,0.062205,3.32769,3.302141,3.356933,0.016466,1.82769,2.958816,0.9995,0.998456,灰区/证据不足,是
锈蚀钢筋,10,44,0.0753,0.021819,0.032728,3.451124,3.421238,3.48618,0.018818,1.951124,3.151623,0.9995,0.999188,灰区/证据不足,是
锈蚀钢筋,10,51,0.0407,0.01069,0.016036,3.807151,3.774305,3.848904,0.019594,2.307151,3.702309,0.9995,0.999893,灰区/证据不足,是
锈蚀钢筋,10,58,0.0151,0.004799,0.007198,3.146743,3.116335,3.184397,0.021629,1.646743,2.673518,0.9995,0.996247,灰区/证据不足,是
锈蚀钢筋,10,90,0.0005,0.000151,0.000227,3.310848,3.227261,3.397449,0.051403,1.810848,2.925576,0.9995,0.998281,灰区/证据不足,是
